,campaign_id,campaign_name,platform,start_date,end_date,users_acquired_count,retention_7d_pct,retention_30d_pct,retention_90d_pct,premium_conversion_pct,nps_score,cac,total_spend,roi,performance_category,hooks,offers,tone,pain_points_emphasized,creative_format
93,b845d92b,Campaign_9646,LinkedIn,2023-09-05,2023-11-01,4397,55.66,44.61,7.0,15.56,0.1,80.86,6862.61,1.81,Top ROI,Boost your career,Extended warranty,Humorous,"Focus on time-saving features, Highlighting limited-time offers, Highlighting eco-friendly products, Focusing on family-oriented benefits",carousel
94,447a3c6b,Campaign_3478,Twitter,2023-03-03,2023-05-04,7505,59.08,69.71,45.26,2.42,52.3,8.8,37293.85,1.97,Top ROI,Boost your career,20% off,Urgent,"Showcasing customer success stories, Highlighting limited-time offers, Highlighting budget-friendly options, Emphasizing premium quality",carousel
95,56fb5c73,Campaign_4145,Twitter,2023-02-19,2023-05-05,4290,11.2,31.42,22.03,3.19,67.8,62.91,36504.8,4.24,Top ROI,Limited time offer,Early access,Motivational,"Encouraging community engagement, Focusing on health and wellness benefits, Highlighting long-term cost savings, Highlighting premium customer support",carousel
96,dce6886c,Campaign_1172,Google Ads,2023-07-15,2023-09-26,3332,28.28,30.39,16.46,13.1,72.3,12.15,17283.35,4.02,Top ROI,Early bird discount,20% off,Educational,"Featuring influencer endorsements, Highlighting budget-friendly options, Highlighting long-term cost savings, Focusing on family-oriented benefits",static
97,4c07eb16,Campaign_8250,Twitter,2023-09-21,2023-11-25,8046,38.86,43.19,1.81,13.18,35.3,8.41,48855.63,0.64,Low ROI,Free trial available,Early access,Inspirational,"Highlighting eco-friendly products, Promoting fast delivery services, Focusing on health and wellness benefits, Featuring influencer endorsements",carousel
98,110228e0,Campaign_6925,Instagram,2023-07-19,2023-08-24,7477,56.78,62.81,39.46,14.26,32.4,81.82,48209.36,3.21,Top ROI,Boost your career,20% off,Motivational,"Focusing on health and wellness benefits, Highlighting premium customer support, Demonstrating step-by-step tutorials, Encouraging community engagement",carousel
99,21183534,Campaign_9677,Google Ads,2023-09-04,2023-11-10,4540,66.77,25.83,48.68,5.81,30.7,41.7,8912.35,0.63,Low ROI,Free trial available,Free shipping,Humorous,"Focus on time-saving features, Emphasizing product versatility, Highlighting eco-friendly products, Targeting young professionals",video
100,18be8472,Campaign_5982,Facebook,2023-07-17,2023-09-30,5891,60.63,9.91,7.96,3.95,28.2,75.01,4983.83,0.05,Low ROI,Early bird discount,Free shipping,Urgent,"Emphasizing product versatility, Promoting fast delivery services, Focusing on family-oriented benefits, Focusing on health and wellness benefits",video
101,4597eea4,Campaign_6666,Instagram,2023-03-02,2023-05-29,8694,34.46,47.27,44.72,12.08,68.4,48.82,40379.09,1.09,Low ROI,Unlock your potential,Buy one get one free,Educational,"Promoting seasonal discounts, Focus on time-saving features, Highlighting eco-friendly products, Showcasing customer success stories",video
102,c0326cd1,Campaign_2036,Twitter,2023-09-13,2023-11-09,8615,18.01,56.1,26.97,8.41,25.8,98.93,10643.69,2.14,Top ROI,Unlock your potential,Free shipping,Urgent,"Showcasing innovative technology, Emphasizing product versatility, Promoting charitable contributions, Showcasing customer success stories",static
103,0e807dfc,Campaign_2870,Google Ads,2023-04-17,2023-05-09,8723,42.07,30.29,42.58,0.83,38.0,92.79,33871.36,3.61,Top ROI,Join now and save,Buy one get one free,Humorous,"Focusing on family-oriented benefits, Highlighting award-winning status, Emphasizing premium quality, Showcasing behind-the-scenes content",static
104,b0cc206a,Campaign_3724,Google Ads,2023-07-27,2023-08-08,1133,58.9,6.6,40.89,12.99,2.2,78.04,38827.84,0.31,Low ROI,Early bird discount,Extended warranty,Inspirational,"Showcasing customer success stories, Promoting charitable contributions, Highlighting budget-friendly options, Targeting young professionals",static
105,f531c044,Campaign_7969,Instagram,2023-08-31,2023-10-20,173,61.44,41.56,19.63,18.54,32.9,31.47,47324.66,2.98,Top ROI,Upgrade today,Free upgrade,Educational,"Showcasing customization features, Highlighting limited-time offers, Encouraging community engagement, Highlighting budget-friendly options",carousel
106,b9b109d7,Campaign_1519,LinkedIn,2023-01-28,2023-02-26,1041,56.77,50.73,13.22,18.12,32.9,64.82,43521.88,1.99,Top ROI,Limited time offer,Exclusive bonus,Inspirational,"Showcasing behind-the-scenes content, Emphasizing product versatility, Highlighting premium customer support, Showcasing customer success stories",carousel
107,f1e3cc45,Campaign_9009,Google Ads,2023-04-26,2023-07-08,1733,23.07,34.77,42.85,4.97,33.2,91.39,29238.29,-0.5,Low ROI,Unlock your potential,First month free,Educational,"Focus on time-saving features, Focusing on health and wellness benefits, Demonstrating ease of use, Demonstrating step-by-step tutorials",static
108,1666e048,Campaign_7290,Instagram,2023-10-25,2024-01-17,9789,75.55,31.91,36.84,4.19,10.2,32.09,5893.64,2.28,Top ROI,Limited time offer,Exclusive bonus,Educational,"Showcasing customization features, Showcasing customer success stories, Promoting charitable contributions, Highlighting eco-friendly products",static
109,7886680b,Campaign_9877,LinkedIn,2023-06-25,2023-08-18,501,34.16,58.03,8.84,11.72,39.4,15.25,47318.66,4.14,Top ROI,Boost your career,Buy one get one free,Reassuring,"Promoting charitable contributions, Promoting fast delivery services, Highlighting budget-friendly options, Showcasing customer success stories",carousel
110,0f9695f0,Campaign_8804,Google Ads,2023-01-14,2023-02-19,4066,60.61,43.92,36.27,17.42,55.0,57.15,653.91,-0.36,Low ROI,Upgrade today,Free upgrade,Inspirational,"Encouraging community engagement, Promoting exclusive membership benefits, Demonstrating ease of use, Showcasing customization features",video
111,3a12eb35,Campaign_8499,LinkedIn,2023-10-17,2024-01-02,2907,47.19,39.74,17.03,16.77,6.3,6.73,8237.27,2.77,Top ROI,Unlock your potential,Early access,Reassuring,"Demonstrating ease of use, Highlighting eco-friendly products, Promoting fast delivery services, Emphasizing premium quality",video
112,762910e8,Campaign_9570,LinkedIn,2023-10-17,2023-12-08,6892,32.87,43.52,37.2,1.48,62.0,79.19,39810.26,4.09,Top ROI,Early bird discount,Early access,Urgent,"Focusing on family-oriented benefits, Promoting exclusive membership benefits, Targeting young professionals, Highlighting budget-friendly options",carousel
113,1b033b5a,Campaign_7487,Twitter,2023-07-17,2023-09-24,4695,21.94,53.2,17.32,13.83,38.8,11.55,32130.84,3.53,Top ROI,Early bird discount,Exclusive bonus,Urgent,"Targeting young professionals, Focus on time-saving features, Highlighting eco-friendly products, Promoting charitable contributions",video
114,39fe71cb,Campaign_3904,Facebook,2023-06-07,2023-07-10,8155,51.65,32.64,36.63,3.94,54.2,46.61,6349.2,3.4,Top ROI,Limited time offer,20% off,Urgent,"Promoting fast delivery services, Emphasizing premium quality, Highlighting limited-time offers, Targeting young professionals",carousel
115,d046fd00,Campaign_4165,Facebook,2023-02-19,2023-03-22,1141,72.16,64.17,4.75,9.75,-5.6,54.86,19360.09,1.21,Low ROI,Don’t miss out,Lifetime access,Motivational,"Showcasing innovative technology, Promoting exclusive membership benefits, Highlighting award-winning status, Highlighting eco-friendly products",video
116,7d3a2e47,Campaign_4371,Twitter,2023-02-25,2023-04-14,4895,54.42,42.01,18.45,12.14,35.1,30.54,36783.36,0.95,Low ROI,Early bird discount,Exclusive bonus,Inspirational,"Emphasizing product versatility, Showcasing innovative technology, Promoting exclusive membership benefits, Showcasing behind-the-scenes content",static
117,992968e3,Campaign_9606,Facebook,2023-06-23,2023-07-23,1400,64.17,51.01,31.0,19.0,14.2,70.37,46576.03,2.93,Top ROI,Limited time offer,Extended warranty,Inspirational,"Promoting seasonal discounts, Showcasing customer success stories, Focus on time-saving features, Highlighting long-term cost savings",static
118,88907c61,Campaign_3388,LinkedIn,2023-10-02,2023-12-05,8780,52.26,65.9,49.77,4.2,59.8,5.03,42177.12,3.58,Top ROI,Unlock your potential,Cashback offer,Motivational,"Targeting young professionals, Highlighting eco-friendly products, Focusing on family-oriented benefits, Showcasing customer success stories",video
119,20a2a833,Campaign_8314,Facebook,2023-06-21,2023-09-08,5508,77.56,43.55,28.48,1.04,14.8,24.84,46283.77,4.05,Top ROI,Boost your career,Buy one get one free,Educational,"Highlighting eco-friendly products, Focusing on family-oriented benefits, Showcasing behind-the-scenes content, Promoting exclusive membership benefits",static
120,f83de8b9,Campaign_1794,LinkedIn,2023-06-30,2023-08-04,9368,76.13,65.68,6.59,10.01,61.2,52.66,36184.63,3.04,Top ROI,Unlock your potential,Lifetime access,Inspirational,"Showcasing innovative technology, Focus on time-saving features, Showcasing customer success stories, Demonstrating ease of use",static
121,e3ad5e82,Campaign_9886,Facebook,2023-02-20,2023-03-09,2219,16.58,42.28,3.46,8.54,50.1,77.07,32736.32,3.95,Top ROI,Exclusive for members,Extended warranty,Humorous,"Highlighting premium customer support, Showcasing behind-the-scenes content, Promoting exclusive membership benefits, Promoting fast delivery services",video
122,fd9e40dc,Campaign_6912,LinkedIn,2023-09-16,2023-11-22,9840,56.14,61.98,3.07,12.45,64.8,22.88,20988.09,3.59,Top ROI,Don’t miss out,Cashback offer,Humorous,"Highlighting premium customer support, Focusing on health and wellness benefits, Showcasing innovative technology, Promoting exclusive membership benefits",carousel
123,73b6cde6,Campaign_9181,Facebook,2023-09-10,2023-10-02,5638,17.06,23.55,21.65,2.32,51.2,61.95,42924.32,4.16,Top ROI,Exclusive for members,Free shipping,Reassuring,"Showcasing customer success stories, Promoting seasonal discounts, Focusing on family-oriented benefits, Highlighting long-term cost savings",static
124,68ecf298,Campaign_2364,Google Ads,2023-01-10,2023-02-21,5055,69.15,11.07,12.89,11.35,17.1,83.17,13809.71,0.69,Low ROI,Upgrade today,Free shipping,Inspirational,"Emphasizing premium quality, Demonstrating ease of use, Highlighting budget-friendly options, Promoting charitable contributions",carousel
125,507de47b,Campaign_9614,Facebook,2023-08-08,2023-10-01,4935,16.45,38.75,16.97,4.22,-0.2,84.51,19124.79,3.93,Top ROI,Upgrade today,Free shipping,Humorous,"Emphasizing product versatility, Targeting young professionals, Showcasing behind-the-scenes content, Promoting charitable contributions",video
126,9f698148,Campaign_5266,Instagram,2023-07-19,2023-10-05,4614,41.23,41.82,3.13,12.93,61.2,43.52,18237.82,-0.03,Low ROI,Exclusive for members,Free upgrade,Inspirational,"Highlighting budget-friendly options, Showcasing behind-the-scenes content, Promoting charitable contributions, Highlighting limited-time offers",carousel
127,d642e45f,Campaign_9664,Google Ads,2023-10-21,2023-11-08,2230,58.48,17.57,42.92,18.06,48.4,81.24,35618.98,4.57,Top ROI,Special launch deal,Early access,Inspirational,"Showcasing behind-the-scenes content, Targeting young professionals, Promoting charitable contributions, Promoting exclusive membership benefits",video
128,5088904d,Campaign_7123,LinkedIn,2023-10-10,2024-01-02,7188,36.69,6.57,2.4,1.76,0.8,26.84,47531.52,3.05,Top ROI,Free trial available,Buy one get one free,Reassuring,"Promoting fast delivery services, Highlighting award-winning status, Demonstrating ease of use, Demonstrating step-by-step tutorials",carousel
129,c1f1e318,Campaign_1423,Google Ads,2023-02-23,2023-04-19,2446,23.46,45.0,13.25,10.52,8.6,52.18,46881.47,3.52,Top ROI,Don’t miss out,20% off,Inspirational,"Focusing on health and wellness benefits, Highlighting limited-time offers, Promoting charitable contributions, Promoting fast delivery services",carousel
130,ad8debcb,Campaign_2448,Google Ads,2023-03-28,2023-05-16,6365,26.65,33.2,1.4,18.91,79.1,36.01,24398.91,4.34,Top ROI,Exclusive for members,Buy one get one free,Educational,"Showcasing customer success stories, Promoting exclusive membership benefits, Highlighting budget-friendly options, Focusing on health and wellness benefits",static
131,2e90c028,Campaign_2351,Google Ads,2023-08-14,2023-09-24,5739,68.26,56.34,9.76,11.16,43.3,83.29,28756.07,4.45,Top ROI,Don’t miss out,20% off,Reassuring,"Emphasizing product versatility, Showcasing customization features, Demonstrating ease of use, Highlighting budget-friendly options",video
132,23231d13,Campaign_6226,LinkedIn,2023-07-17,2023-10-13,4790,14.22,69.69,4.17,6.05,57.3,89.69,19356.7,4.08,Top ROI,Don’t miss out,Early access,Motivational,"Showcasing behind-the-scenes content, Featuring influencer endorsements, Highlighting eco-friendly products, Highlighting long-term cost savings",carousel
133,41474b8b,Campaign_7288,Twitter,2023-07-07,2023-10-03,3939,55.76,6.12,10.58,6.31,-4.1,64.36,8774.77,1.0,Low ROI,Boost your career,Extended warranty,Inspirational,"Encouraging community engagement, Highlighting premium customer support, Featuring influencer endorsements, Promoting exclusive membership benefits",video
134,62bee84a,Campaign_2477,Instagram,2023-05-26,2023-07-26,7933,42.58,36.38,36.83,17.28,51.8,15.98,3328.11,0.85,Low ROI,Boost your career,Free upgrade,Inspirational,"Focusing on family-oriented benefits, Promoting seasonal discounts, Emphasizing premium quality, Focus on time-saving features",carousel
135,ef48f55c,Campaign_3438,Twitter,2023-01-24,2023-04-16,1109,18.23,62.27,35.11,5.88,32.3,60.81,34290.8,2.22,Top ROI,Don’t miss out,Free upgrade,Reassuring,"Promoting fast delivery services, Focus on time-saving features, Promoting exclusive membership benefits, Focusing on family-oriented benefits",carousel
136,c8129b85,Campaign_6408,Google Ads,2023-02-23,2023-03-22,1465,34.6,34.35,8.85,3.6,73.3,42.4,20101.84,4.93,Top ROI,Free trial available,Buy one get one free,Reassuring,"Emphasizing premium quality, Highlighting premium customer support, Highlighting long-term cost savings, Highlighting limited-time offers",carousel
137,74b6c583,Campaign_5877,LinkedIn,2023-04-27,2023-07-01,5057,22.68,21.22,32.15,10.16,63.4,46.95,43225.62,2.19,Top ROI,Free trial available,20% off,Inspirational,"Highlighting budget-friendly options, Focusing on health and wellness benefits, Promoting charitable contributions, Demonstrating ease of use",carousel
138,d6585703,Campaign_3415,LinkedIn,2023-08-19,2023-09-02,5612,79.67,38.13,26.59,1.2,10.1,26.22,22318.76,0.88,Low ROI,Early bird discount,First month free,Educational,"Highlighting budget-friendly options, Highlighting eco-friendly products, Highlighting limited-time offers, Promoting seasonal discounts",video
139,c5b93b38,Campaign_1193,Instagram,2023-01-13,2023-02-10,640,20.57,27.71,46.75,11.28,48.6,18.42,11520.36,3.73,Top ROI,Join now and save,Buy one get one free,Humorous,"Highlighting long-term cost savings, Showcasing customer success stories, Promoting seasonal discounts, Focusing on family-oriented benefits",static
140,557a94c1,Campaign_9778,LinkedIn,2023-05-22,2023-08-13,775,19.32,17.47,37.2,4.43,23.2,15.94,1572.82,2.64,Top ROI,Early bird discount,Buy one get one free,Urgent,"Showcasing customer success stories, Highlighting award-winning status, Highlighting budget-friendly options, Featuring influencer endorsements",static
141,cc7dd88b,Campaign_8747,Facebook,2023-02-23,2023-04-18,9789,41.25,55.69,29.47,8.07,9.2,52.91,32462.44,4.78,Top ROI,Upgrade today,20% off,Urgent,"Emphasizing premium quality, Highlighting limited-time offers, Showcasing innovative technology, Promoting charitable contributions",static
142,aeede12c,Campaign_2116,Facebook,2023-10-07,2023-11-13,8160,47.04,44.11,29.33,13.88,61.9,23.56,3472.79,0.27,Low ROI,Limited time offer,Extended warranty,Reassuring,"Promoting exclusive membership benefits, Featuring influencer endorsements, Showcasing customization features, Focusing on family-oriented benefits",video
143,0ac4afa2,Campaign_9187,Twitter,2023-08-31,2023-11-03,1550,21.0,53.77,30.76,4.93,1.1,82.23,5654.02,0.69,Low ROI,Free trial available,Buy one get one free,Humorous,"Focusing on health and wellness benefits, Targeting young professionals, Highlighting long-term cost savings, Promoting charitable contributions",video
144,bdf544c6,Campaign_7605,Twitter,2023-09-21,2023-11-17,2614,63.16,65.05,24.7,3.96,64.7,64.11,12770.79,2.03,Top ROI,Early bird discount,20% off,Urgent,"Highlighting premium customer support, Focus on time-saving features, Showcasing customer success stories, Demonstrating step-by-step tutorials",static
145,6a53441d,Campaign_5315,Twitter,2023-06-21,2023-07-04,3898,53.4,12.75,12.69,3.06,-0.6,87.82,20725.78,4.46,Top ROI,Unlock your potential,First month free,Motivational,"Showcasing innovative technology, Emphasizing product versatility, Promoting exclusive membership benefits, Highlighting long-term cost savings",carousel
146,7611a669,Campaign_2743,LinkedIn,2023-01-30,2023-03-18,2687,12.23,43.52,41.02,13.6,55.4,19.06,27936.51,1.46,Low ROI,Join now and save,20% off,Educational,"Showcasing customization features, Focus on time-saving features, Emphasizing premium quality, Promoting fast delivery services",static
147,38f49af4,Campaign_6185,Instagram,2023-03-01,2023-05-17,6287,17.99,35.9,9.83,18.4,59.2,99.32,27957.37,4.45,Top ROI,Don’t miss out,Lifetime access,Urgent,"Emphasizing product versatility, Highlighting award-winning status, Highlighting long-term cost savings, Targeting young professionals",carousel
148,f698efd7,Campaign_9671,Facebook,2023-05-20,2023-07-06,6244,39.92,66.13,28.5,14.03,33.9,48.75,32051.87,2.61,Top ROI,Upgrade today,First month free,Educational,"Showcasing customization features, Demonstrating ease of use, Promoting fast delivery services, Targeting young professionals",video
149,03369b87,Campaign_2977,Google Ads,2023-07-14,2023-08-15,5354,35.7,57.98,28.77,14.78,67.4,60.45,35984.29,3.47,Top ROI,Limited time offer,Free upgrade,Humorous,"Emphasizing premium quality, Highlighting eco-friendly products, Focusing on family-oriented benefits, Promoting seasonal discounts",video
150,858f64af,Campaign_4723,Twitter,2023-04-21,2023-07-01,9606,34.42,24.64,30.14,13.98,68.1,62.97,9827.47,4.33,Top ROI,Boost your career,Free upgrade,Educational,"Emphasizing premium quality, Focusing on health and wellness benefits, Highlighting long-term cost savings, Demonstrating step-by-step tutorials",static
151,1a15dfcb,Campaign_1036,Instagram,2023-08-03,2023-10-03,5403,60.11,54.01,35.64,13.18,-3.3,96.85,49890.22,-0.19,Low ROI,Boost your career,Free upgrade,Urgent,"Promoting exclusive membership benefits, Showcasing behind-the-scenes content, Highlighting award-winning status, Highlighting limited-time offers",video
152,3be81a4e,Campaign_2671,Google Ads,2023-04-25,2023-07-02,3011,40.75,45.01,27.77,2.76,31.0,46.63,29870.31,2.44,Top ROI,Boost your career,Free upgrade,Humorous,"Highlighting limited-time offers, Highlighting premium customer support, Targeting young professionals, Showcasing behind-the-scenes content",video
153,26b34093,Campaign_3162,Google Ads,2023-01-11,2023-01-28,9338,68.32,67.51,6.78,9.27,29.8,10.86,49034.01,4.58,Top ROI,Free trial available,Buy one get one free,Inspirational,"Highlighting budget-friendly options, Highlighting limited-time offers, Highlighting long-term cost savings, Emphasizing premium quality",carousel
154,661f9eb3,Campaign_8431,LinkedIn,2023-08-21,2023-10-07,1872,13.42,5.23,47.3,9.81,9.6,51.37,23472.4,3.14,Top ROI,Free trial available,Exclusive bonus,Urgent,"Focusing on family-oriented benefits, Showcasing customer success stories, Showcasing behind-the-scenes content, Targeting young professionals",static
155,b84eb7f0,Campaign_7821,Facebook,2023-08-26,2023-10-18,465,61.21,53.45,40.51,4.09,-5.6,40.73,28016.78,0.88,Low ROI,Early bird discount,Exclusive bonus,Educational,"Encouraging community engagement, Demonstrating ease of use, Emphasizing premium quality, Highlighting premium customer support",video
156,271eccc7,Campaign_4273,Google Ads,2023-10-12,2023-11-15,8381,52.38,67.53,8.93,15.41,46.1,77.15,6317.2,3.33,Top ROI,Boost your career,Buy one get one free,Inspirational,"Highlighting long-term cost savings, Highlighting limited-time offers, Promoting fast delivery services, Promoting exclusive membership benefits",static
157,1196ff8b,Campaign_3382,Twitter,2023-10-22,2024-01-09,2163,17.12,25.9,48.47,7.25,29.1,25.01,2176.55,0.17,Low ROI,Upgrade today,First month free,Urgent,"Highlighting limited-time offers, Highlighting budget-friendly options, Featuring influencer endorsements, Demonstrating step-by-step tutorials",video
158,a73852de,Campaign_8428,Google Ads,2023-03-02,2023-05-04,5530,34.62,42.73,6.41,1.82,10.4,82.61,29842.9,2.46,Top ROI,Join now and save,Free shipping,Inspirational,"Focusing on family-oriented benefits, Targeting young professionals, Promoting charitable contributions, Highlighting award-winning status",carousel
159,81815975,Campaign_9976,Twitter,2023-07-18,2023-09-30,330,45.49,48.06,28.1,2.13,-6.6,48.2,47041.31,-0.23,Low ROI,Early bird discount,Extended warranty,Educational,"Promoting fast delivery services, Highlighting limited-time offers, Focusing on health and wellness benefits, Showcasing customization features",video
160,8235a116,Campaign_3343,Instagram,2023-09-05,2023-11-20,9448,15.71,30.61,12.8,6.31,54.5,79.62,17756.08,1.97,Top ROI,Unlock your potential,Lifetime access,Educational,"Highlighting eco-friendly products, Showcasing customization features, Featuring influencer endorsements, Highlighting premium customer support",carousel
161,890f83a6,Campaign_5900,LinkedIn,2023-05-14,2023-06-19,272,74.88,5.52,46.7,2.14,1.0,64.87,46433.76,0.73,Low ROI,Limited time offer,Early access,Educational,"Focusing on family-oriented benefits, Targeting young professionals, Emphasizing premium quality, Showcasing behind-the-scenes content",carousel
162,e4748fa1,Campaign_7920,Google Ads,2023-09-14,2023-10-02,6763,17.76,62.53,7.96,8.07,62.0,30.35,22129.99,1.2,Low ROI,Unlock your potential,Exclusive bonus,Motivational,"Highlighting long-term cost savings, Encouraging community engagement, Highlighting budget-friendly options, Promoting exclusive membership benefits",video
163,8a29cac6,Campaign_4119,Google Ads,2023-04-22,2023-05-23,8572,72.98,33.37,17.75,5.99,6.4,57.57,24013.91,2.17,Top ROI,Special launch deal,Exclusive bonus,Inspirational,"Demonstrating ease of use, Encouraging community engagement, Targeting young professionals, Highlighting eco-friendly products",carousel
164,bb2b1ec2,Campaign_9342,Facebook,2023-08-26,2023-09-07,3829,35.43,21.97,3.07,2.66,-2.5,30.48,26484.13,0.0,Low ROI,Exclusive for members,Free shipping,Educational,"Promoting fast delivery services, Emphasizing product versatility, Targeting young professionals, Highlighting budget-friendly options",carousel
165,66177fa3,Campaign_4255,LinkedIn,2023-09-03,2023-11-03,6142,52.62,23.18,33.85,17.12,67.0,1.43,21179.06,0.47,Low ROI,Upgrade today,20% off,Motivational,"Demonstrating step-by-step tutorials, Emphasizing product versatility, Demonstrating ease of use, Highlighting award-winning status",carousel
166,0d56ee94,Campaign_2410,Twitter,2023-08-26,2023-11-18,7839,56.14,52.28,45.77,6.36,72.9,36.78,3053.84,1.14,Low ROI,Unlock your potential,Extended warranty,Educational,"Showcasing behind-the-scenes content, Highlighting limited-time offers, Promoting fast delivery services, Highlighting long-term cost savings",static
167,260db9bf,Campaign_5461,Google Ads,2023-09-23,2023-11-10,8798,33.37,47.02,27.09,5.96,75.6,43.15,20655.26,1.88,Top ROI,Join now and save,Free upgrade,Humorous,"Highlighting eco-friendly products, Emphasizing premium quality, Targeting young professionals, Promoting charitable contributions",static
168,3f293410,Campaign_6932,Instagram,2023-03-16,2023-03-27,8799,38.95,25.95,48.37,15.91,76.9,52.85,42848.48,1.01,Low ROI,Special launch deal,Lifetime access,Humorous,"Highlighting long-term cost savings, Featuring influencer endorsements, Showcasing behind-the-scenes content, Demonstrating ease of use",static
169,c2a18e05,Campaign_8151,Instagram,2023-04-14,2023-07-04,9839,74.99,63.61,5.38,0.91,34.6,3.99,38168.18,3.7,Top ROI,Early bird discount,Cashback offer,Humorous,"Featuring influencer endorsements, Showcasing behind-the-scenes content, Promoting exclusive membership benefits, Highlighting long-term cost savings",static
170,99de6231,Campaign_7750,Google Ads,2023-02-25,2023-05-26,2508,10.83,44.99,49.91,6.79,16.5,78.63,44731.6,-0.36,Low ROI,Limited time offer,Buy one get one free,Inspirational,"Focus on time-saving features, Highlighting eco-friendly products, Promoting charitable contributions, Demonstrating ease of use",video
171,1aebc447,Campaign_8356,Instagram,2023-07-18,2023-08-16,1536,60.56,39.59,6.32,5.84,71.8,71.71,44408.69,1.78,Top ROI,Exclusive for members,Free upgrade,Urgent,"Highlighting premium customer support, Promoting fast delivery services, Encouraging community engagement, Showcasing customization features",carousel
172,21bf6a83,Campaign_7300,Instagram,2023-05-22,2023-06-09,6637,70.22,68.72,26.79,5.08,19.7,43.17,8759.63,4.48,Top ROI,Limited time offer,Exclusive bonus,Urgent,"Showcasing customer success stories, Promoting fast delivery services, Highlighting premium customer support, Featuring influencer endorsements",carousel
173,ead73d44,Campaign_2614,Facebook,2023-10-24,2024-01-02,4504,22.73,27.41,1.87,10.88,65.8,74.96,41176.43,4.58,Top ROI,Special launch deal,Free shipping,Inspirational,"Promoting fast delivery services, Encouraging community engagement, Highlighting long-term cost savings, Focus on time-saving features",video
174,e1eaa9c2,Campaign_5450,Instagram,2023-08-13,2023-09-23,6377,25.62,59.39,26.08,4.65,-7.7,90.45,26745.56,3.09,Top ROI,Upgrade today,Free shipping,Urgent,"Showcasing customer success stories, Showcasing customization features, Highlighting premium customer support, Highlighting long-term cost savings",video
175,ccf0ab53,Campaign_8557,Facebook,2023-03-22,2023-04-26,5677,48.6,11.21,37.2,12.8,51.6,62.05,3908.36,0.75,Low ROI,Unlock your potential,Lifetime access,Inspirational,"Highlighting award-winning status, Highlighting long-term cost savings, Highlighting limited-time offers, Featuring influencer endorsements",static
176,4f0d2c9a,Campaign_1662,LinkedIn,2023-03-19,2023-05-21,1111,58.34,34.08,23.0,0.84,72.2,92.42,49905.84,-0.34,Low ROI,Free trial available,Cashback offer,Educational,"Featuring influencer endorsements, Focus on time-saving features, Targeting young professionals, Promoting charitable contributions",carousel
177,e0a35ef7,Campaign_8673,LinkedIn,2023-05-14,2023-07-02,4735,76.38,62.35,3.66,16.71,76.3,62.16,7195.3,3.97,Top ROI,Don’t miss out,Extended warranty,Inspirational,"Showcasing innovative technology, Demonstrating ease of use, Showcasing behind-the-scenes content, Targeting young professionals",video
178,4ee5c8c2,Campaign_3382,Twitter,2023-08-18,2023-11-06,2655,31.41,69.53,34.04,7.61,42.8,93.05,49412.03,3.62,Top ROI,Early bird discount,20% off,Humorous,"Featuring influencer endorsements, Emphasizing product versatility, Highlighting budget-friendly options, Focusing on family-oriented benefits",static
179,539464a2,Campaign_4120,Facebook,2023-06-19,2023-08-25,1635,60.22,40.28,24.28,9.06,39.1,21.57,37861.42,2.87,Top ROI,Exclusive for members,Buy one get one free,Urgent,"Emphasizing premium quality, Focusing on health and wellness benefits, Highlighting budget-friendly options, Demonstrating step-by-step tutorials",carousel
180,66c43bf6,Campaign_3791,Google Ads,2023-07-18,2023-09-24,8328,77.78,54.46,15.67,11.86,29.4,30.02,24048.08,-0.28,Low ROI,Exclusive for members,Free shipping,Motivational,"Highlighting budget-friendly options, Highlighting eco-friendly products, Showcasing innovative technology, Showcasing behind-the-scenes content",carousel
181,8025bac5,Campaign_9601,LinkedIn,2023-07-06,2023-09-23,4160,42.53,35.77,20.43,3.93,60.6,85.24,29297.77,3.28,Top ROI,Join now and save,Early access,Motivational,"Highlighting premium customer support, Showcasing customization features, Highlighting long-term cost savings, Highlighting limited-time offers",carousel
182,39df7827,Campaign_3529,Facebook,2023-07-08,2023-07-25,6603,11.37,19.91,45.6,16.61,46.4,75.15,8207.85,2.93,Top ROI,Early bird discount,Lifetime access,Urgent,"Highlighting budget-friendly options, Promoting exclusive membership benefits, Highlighting premium customer support, Promoting fast delivery services",static
183,c459f7b8,Campaign_1706,Instagram,2023-08-03,2023-09-26,5237,45.8,69.03,21.87,8.28,77.3,49.41,29696.74,3.58,Top ROI,Join now and save,Cashback offer,Humorous,"Showcasing innovative technology, Promoting fast delivery services, Highlighting eco-friendly products, Encouraging community engagement",video
184,0fa1e521,Campaign_7586,Twitter,2023-09-08,2023-12-02,7308,30.21,60.41,4.44,2.85,43.8,76.19,29075.77,1.79,Top ROI,Unlock your potential,Early access,Reassuring,"Showcasing behind-the-scenes content, Emphasizing premium quality, Highlighting limited-time offers, Highlighting eco-friendly products",carousel
185,18d6d87c,Campaign_8680,Google Ads,2023-06-02,2023-08-27,4926,23.24,60.82,7.33,2.77,39.7,55.87,33782.43,0.34,Low ROI,Limited time offer,20% off,Educational,"Highlighting award-winning status, Encouraging community engagement, Showcasing behind-the-scenes content, Demonstrating step-by-step tutorials",static
